Sample_Name,Experiment,Batch,Sample_Time,Day,Vicell_sampletime,Flex_sampletime,Cedex_sampletime,TCC,VCC,Viability,Diameter,Osmolality,Ammonium,Calcium,Glucose,Glutamine,Glutamate,Lactate,pH,CO2,pO2,Potassium,Sodium,Bicarbonate,pCO2 at Temp,pO2 at Temp,pH at Temp,IGG,LDH,DO,pH_setpoint,pH_setpoint_low,pH_setpoint_high,Temperature,Feed_Time_Offset,Bolus_Feed,Cumulative_Feed,Cumulative_Glucose,Normalized_Bolus_Feed,Cumulative_Normalized_Feed,Cumulative_Normalized_Glucose,Volume,Initial_Volume
AR25-050005282FER2073-01,AR25-050,AR25-050-024,5/28/2025 12:55,13,5/28/2025 13:58,5/28/2025 12:55,5/28/2025 15:07,15.7335,14.0697,89.4,16.09,486,3.22,0.31,2.33,2.24,8,1.55,7.51,37.6,53.1,9.3,192.8,30,36.8,51.3,7.52,3325.755,684.8318,40,7.55,7.4,7.7,36.5,0,0,47.5,,0,0.209657486,,226.56,190
AR25-050005292FER2050-01,AR25-050,AR25-050-001,5/29/2025 10:36,14,5/29/2025 10:53,5/29/2025 10:36,5/29/2025 12:10,14.2089,11.3235,79.7,15.73,449,12.02,0.37,3.97,2.88,8.74,0.26,6.96,34.4,66.1,11.52,156.1,7.8,33.7,64,6.97,3610.755,1534.14,40,7.1,6.95,7.25,36.5,0,0,47.5,,0,0.232364739,,204.42,190
AR25-050005292FER2051-01,AR25-050,AR25-050-002,5/29/2025 10:42,14,5/29/2025 10:54,5/29/2025 10:42,5/29/2025 12:11,5.4629,4.4128,80.8,15.91,462,13.9,0.42,3.31,2.76,10.27,0.37,6.89,86.6,83.2,11.65,153.2,17.2,90.5,88.8,6.88,1062.506,592.896,40,6.75,6.6,6.9,38,8,0,38,,0,0.200495964,,189.53,190
AR25-050005292FER2052-01,AR25-050,AR25-050-003,5/29/2025 10:49,14,5/29/2025 10:56,5/29/2025 10:49,5/29/2025 12:12,11.0737,10.3861,93.8,17.92,504,5.38,0.34,4.09,4.13,9.16,0.37,7.39,51.8,58.7,11.08,188,30.8,47.5,51.1,7.42,3516.225,525.696,40,7.45,7.3,7.6,35,-8,0,57,,0,0.253288304,,225.04,190
AR25-050005292FER2053-01,AR25-050,AR25-050-004,5/29/2025 10:57,14,5/29/2025 10:58,5/29/2025 10:57,5/29/2025 12:12,4.4444,3.4281,77.1,16.17,471,12.63,0.44,4.39,3.57,8.1,0.21,6.87,162.6,86.8,11.81,156.8,29,149,76.4,6.89,1214.791,564.5952,40,6.75,6.6,6.9,35,-8,0,38,,0,0.202020202,,188.1,190
AR25-050005292FER2054-01,AR25-050,AR25-050-005,5/29/2025 11:04,14,5/29/2025 11:00,5/29/2025 11:04,5/29/2025 12:13,10.1148,9.6612,95.5,18.3,521,3.99,0.35,3.62,3.56,8.91,1.28,7.41,43.1,57.8,11.07,193.5,26.9,39.5,50.4,7.44,2970.69,380.7762,40,7.45,7.3,7.6,35,8,0,57,,0,0.25304093,,225.26,190
AR25-050005292FER2055-01,AR25-050,AR25-050-006,5/29/2025 11:11,14,5/29/2025 11:02,5/29/2025 11:11,5/29/2025 12:14,6.5468,5.2476,80.2,15.65,517,14.81,0.41,3.02,3.84,11.33,0.91,6.87,37.5,83.2,14.28,166.8,7.1,39.1,88.8,6.86,1160.705,653.9434,40,6.75,6.6,6.9,38,-8,0,57,,0,0.272453516,,209.21,190
AR25-050005292FER2056-01,AR25-050,AR25-050-007,5/29/2025 11:18,14,5/29/2025 11:04,5/29/2025 11:18,5/29/2025 12:14,14.565,11.8518,81.4,15.35,446,11.7,0.37,3.77,2.98,8.01,0.28,6.97,34.2,71.2,11.28,155.2,7.9,33.5,69,6.97,3577.32,1398.09,40,7.1,6.95,7.25,36.5,0,0,47.5,,0,0.229357798,,207.1,190
AR25-050005292FER2057-01,AR25-050,AR25-050-008,5/29/2025 11:24,14,5/29/2025 11:06,5/29/2025 11:24,5/29/2025 12:15,15.2253,12.482,82,15.3,445,11.75,0.37,3.72,2.95,7.81,0.3,6.96,34.3,68.4,11.1,153.4,7.7,33.6,66.1,6.96,3276.87,1365.24,40,7.1,6.95,7.25,36.5,0,0,47.5,,0,0.2302807,,206.27,190
AR25-050005292FER2058-01,AR25-050,AR25-050-009,5/29/2025 11:30,14,5/29/2025 11:10,5/29/2025 11:30,5/29/2025 12:17,12.7604,11.7004,91.7,16.95,433,7.45,0.35,3.74,2.93,7.39,0.28,7.28,49.1,72.3,9.02,164.7,22.6,45,63.3,7.31,3611.115,834.3525,40,7.45,7.3,7.6,35,8,0,38,,0,0.189677548,,200.34,190
AR25-050005292FER2059-01,AR25-050,AR25-050-010,5/29/2025 11:35,14,5/29/2025 11:12,5/29/2025 11:35,5/29/2025 12:18,4.6619,3.792,81.3,16.45,523,13.88,0.43,3.28,4.29,8.77,0.2,6.87,147.2,88.5,14.56,170,25.9,134.9,78,6.89,1176.266,453.4007,40,6.75,6.6,6.9,35,8,0,57,,0,0.275229358,,207.1,190
AR25-050005292FER2060-01,AR25-050,AR25-050-011,5/29/2025 11:42,14,5/29/2025 11:14,5/29/2025 11:42,5/29/2025 12:20,15.31,13.8586,90.5,16.33,583,3.49,0.32,2.76,3.54,8.01,5.72,7.32,36.3,64.3,10.88,222.4,19,37.9,68.9,7.3,2348.385,751.2156,40,7.45,7.3,7.6,38,-8,0,57,,0,0.232681553,,244.97,190
AR25-050005292FER2061-01,AR25-050,AR25-050-012,5/29/2025 11:56,14,5/29/2025 11:16,5/29/2025 11:56,5/29/2025 12:21,4.2549,3.5967,84.5,16.25,532,13.1,0.42,4.78,3.39,9.81,0.73,6.89,65.1,91.3,14.41,167.3,12.6,68,97.2,6.87,651.4041,327.1097,40,6.75,6.6,6.9,38,8,0,57,,0,0.274500361,,207.65,190
AR25-050005292FER2062-01,AR25-050,AR25-050-013,5/29/2025 12:11,14,5/29/2025 11:18,5/29/2025 12:11,5/29/2025 12:34,15.2066,13.2758,87.3,16.33,518,5.37,0.33,3.11,3.18,9.27,1.23,7.3,41.1,63,11.44,190.1,20.7,43,67.4,7.29,2837.745,986.0388,40,7.45,7.3,7.6,38,8,0,57,,0,0.246082114,,231.63,190
AR25-050005292FER2063-01,AR25-050,AR25-050-014,5/29/2025 12:17,14,5/29/2025 11:20,5/29/2025 12:17,5/29/2025 12:35,14.4832,12.749,88,16.36,475,2.7,0.32,3.34,1.61,6.81,1.53,7.47,39.4,59.7,8.56,183.2,29.3,41.1,64,7.46,2646.57,896.6872,40,7.45,7.3,7.6,38,-8,0,38,,0,0.178044324,,213.43,190
AR25-050005292FER2064-01,AR25-050,AR25-050-015,5/29/2025 12:24,14,5/29/2025 11:22,5/29/2025 12:24,5/29/2025 12:36,2.7397,2.261,82.5,17.28,524,11.78,0.44,3.69,3.36,8.51,0.23,6.85,139.8,94.8,14.42,167.7,23.5,128,83.8,6.87,765.2674,241.6558,40,6.75,6.6,6.9,35,-8,0,57,,0,0.277940316,,205.08,190
AR25-050005292FER2065-01,AR25-050,AR25-050-016,5/29/2025 12:29,14,5/29/2025 11:23,5/29/2025 12:29,5/29/2025 12:37,2.9271,2.3909,81.7,16.92,478,10.59,0.45,4.16,2.72,7.43,,6.86,149.7,88.2,11.89,155.4,26.1,137.1,77.7,6.88,754.2808,276.5531,40,6.75,6.6,6.9,35,8,0,38,,0,0.204487973,,185.83,190
AR25-050005292FER2066-01,AR25-050,AR25-050-017,5/29/2025 12:36,14,5/29/2025 11:27,5/29/2025 12:36,5/29/2025 12:38,6.8095,5.9273,87,16.58,457,11.63,0.42,4.21,2.66,9.49,0.54,6.88,54.6,81.4,10.95,152.4,10.4,57,86.7,6.87,1123.032,521.8145,40,6.75,6.6,6.9,38,-8,0,38,,0,0.198879992,,191.07,190
AR25-050005292FER2067-01,AR25-050,AR25-050-018,5/29/2025 12:42,14,5/29/2025 11:29,5/29/2025 12:42,5/29/2025 12:39,16.6695,13.8242,82.9,15.65,450,11.92,0.38,3.75,2.94,7.87,0.22,6.96,33.8,64.7,11.19,154.7,7.6,33.1,62.6,6.97,3555.795,1355.15,40,7.1,6.95,7.25,36.5,0,0,47.5,,0,0.228948764,,207.47,190
AR25-050005292FER2068-01,AR25-050,AR25-050-019,5/29/2025 12:48,14,5/29/2025 11:31,5/29/2025 12:48,5/29/2025 12:40,11.3135,10.8067,95.5,17.81,462,3.36,0.35,3.77,2.52,7.66,0.57,7.56,44.5,60.3,8.48,180.4,39.6,40.8,52.6,7.59,2976.9,441.0574,40,7.45,7.3,7.6,35,-8,0,38,,0,0.18669549,,203.54,190
AR25-050005292FER2069-01,AR25-050,AR25-050-020,5/29/2025 12:54,14,5/29/2025 11:33,5/29/2025 12:54,5/29/2025 12:41,15.5167,13.8687,89.4,16.55,483,2.4,0.32,3.05,1.64,6.95,1.95,7.55,39.4,62.2,8.49,190.8,35.1,41.2,66.8,7.54,2607.15,759.1153,40,7.45,7.3,7.6,38,8,0,38,,0,0.178714198,,212.63,190
AR25-050005292FER2070-01,AR25-050,AR25-050-021,5/29/2025 12:59,14,5/29/2025 11:35,5/29/2025 12:59,5/29/2025 12:42,3.0742,2.2071,71.8,14.7,515,12.13,0.45,5.41,3.14,8.53,,6.78,169.9,88.8,13.58,163,25.5,166.2,86,6.79,692.1729,344.6066,40,6.65,6.5,6.8,36.5,0,0,47.5,,0,0.242904628,,195.55,190
AR25-050005292FER2071-01,AR25-050,AR25-050-022,5/29/2025 13:06,14,5/29/2025 11:37,5/29/2025 13:06,5/29/2025 12:44,2.7333,1.8382,67.3,13.9,522,11.03,0.46,4.39,2.79,8.13,,6.55,169.2,95.2,13.74,163.6,45.3,165.5,92.3,6.55,526.9869,333.6106,40,6.65,6.5,6.8,36.5,0,0,47.5,,0,0.245541484,,193.45,190
AR25-050005292FER2072-01,AR25-050,AR25-050-023,5/29/2025 13:12,14,5/29/2025 11:39,5/29/2025 13:12,5/29/2025 12:45,16.1814,14.1056,87.2,15.92,492,3.29,0.33,3.23,2.79,7.6,1.16,7.47,48.3,57.3,9.6,193.4,35.2,47.3,55.3,7.48,3565.11,804.5631,40,7.55,7.4,7.7,36.5,0,0,47.5,,0,0.215195035,,220.73,190
AR25-050005292FER2073-01,AR25-050,AR25-050-024,5/29/2025 13:18,14,5/29/2025 11:41,5/29/2025 13:18,5/29/2025 12:48,16.3522,14.4185,88.2,15.99,494,3.17,0.32,3.48,2.75,7.54,1.18,7.48,46.4,54.3,9.5,190.6,34.6,45.4,52.4,7.49,3557.775,792.6205,40,7.55,7.4,7.7,36.5,0,0,47.5,,0,0.211940032,,224.12,190
